"","SP09-1935 JA","SP01-1399 JA","SP10-1808 JA","T002235 FFPE","SP01-2474/2 JA","T061117-3 FFPE","T001803 FFPE","SP10-2529 JA","SP09-00448 JA","SP01-1096 JA","T100080-4 FFPE","T022833 FFPE","SP04-1732 JA","SP00-5875 JA","T960067 FFPE","T022120 FFPE","T061532-2 FFPE","SP10-1007 JA","T080803-6 FFPE","95-11-P018 SN1 BSDNA","95-11-P018 SP1 BSDNA","93-10-3403 SP3","96-04-P033 SP1","T010889 BSDNA","T980548-1 BSDNA","95-08-P248","T090396-2 BSDNA","95-04-P093","95-06-P073","T990-515-1 BSDNA","95-07-P029 SP1 BSDNA","96-02-P402 BSDNA","96-04-P009 SP5","94-09-2902 SP1","95-08-P418","93-05-6301 SP3","95-08-P250","T021134-1 BSDNA","95-01-P045","95-01-5401 SP1 BSDNA","95-08-P358","95-08-P243","T00203P-2 BSDNA","95-10-P864 BSDNA","94-03-1902 SP2 BSDNA","96-02-P046","95-07-P004","95-08-P043 BSDNA","94-12-P065 BSDNA","T030486-1 BSDNA","T012369-1 BSDNA","T001585-1 BSDNA","95-01-5401 SN1 BSDNA","T000086-1 BSDNA","93-05-6301 SN2","T030521-1 BSDNA","T002020-1 BSDNA","T010722-4 BSDNA","T020949 BSDNA","94-06-3702 SN1 BSDNA","95-09-P113","95-12-A091","94-11-P036","96-02-P050 SP1","95-12-P310 SP1 BSDNA","96-02-P004 SP2 BSDNA","96-02-P012 SP1","95-08-P340 BSDNA ","95-12-P310 SN1","94-04-1903 SP1","96-04-P017 SP1","95-08-P284","95-10-P044 SP2 BSDNA","96-04-P029 SP1","94-11-P037 BSDNA","96-06-G032 SP1","95-08-P318 BSDNA","94-11-V046","94-08-P018 BSDNA","94-09-P003 BSDNA","94-03-1902 SN2","95-11-P306 SP1","95-08-P313 BSDNA","95-08-P271","91-04-A132","95-09-P067","94-10-P003 SP1","95-05-G051 SP1","96-02-P067 SP3","95-08-P415 BSDNA","95-05-G051 SN1","96-04-P023 SP BSDNA","T020755","T001798 Frozen","T010164","T012619","T021211","T000966 Rep","T022614","T000966","T980907","T010736","T980805","T012688","T970159"
"GNMT_E126_F",0.08396288,0.08067691,0.1111397,0.07588724,0.09167977,0.1284299,0.130432,0.08103354,0.1111655,0.1012114,0.09959248,0.1493357,0.1163144,0.1382566,0.1005296,0.1229069,0.07889853,0.1213946,0.1236242,0.04698756,0.05557556,0.09431789,0.1042709,0.2883877,0.07262277,0.06815757,0.08487146,0.06932987,0.05521658,0.05835233,0.04454279,0.07956548,0.06567957,0.1632576,0.1429606,0.1340597,0.1576303,0.1076606,0.1288988,0.2890152,0.1405668,0.08311448,0.06377452,0.06108549,0.1285441,0.1111676,0.1624055,0.1381518,0.1247059,0.1577376,0.1208594,0.1391911,0.1083575,0.09100582,0.07421378,0.1476843,0.1278901,0.1359056,0.1174504,0.1230006,0.1290347,0.1640372,0.1227513,0.2805154,0.1567282,0.08420549,0.0607617,0.3622829,0.1522352,0.1460215,0.1222467,0.1309858,0.1383277,0.1212558,0.1301774,0.1375991,0.09430177,0.03917142,0.1138158,0.1479239,0.1315182,0.1276303,0.1104969,0.1135338,0.138159,0.131625,0.1325519,0.129596,0.07575696,0.06937489,0.1240173,0.1350226,0.06641686,0.1095435,0.1427181,0.06063656,0.122118,0.1246009,0.1659757,0.1564787,0.1323123,0.1623802,0.09077235,0.1511773,0.1161981
"GNMT_P197_F",0.07662506,0.08469345,0.1147902,0.1054289,0.2119125,0.09936891,0.2588561,0.08787964,0.1993807,0.07676651,0.1068801,0.1314533,0.1055446,0.104578,0.08845804,0.1986212,0.1745388,0.1339253,0.3701821,0.06307627,0.1105935,0.1453957,0.09063067,0.2022718,0.07958425,0.1047002,0.07148813,0.07768813,0.07820116,0.0755665,0.04710681,0.07269843,0.1440575,0.2679667,0.2222332,0.2391666,0.1351983,0.08513236,0.1312038,0.1761825,0.116803,0.1903108,0.09048724,0.06666065,0.1549304,0.1232585,0.1651658,0.1550498,0.1594159,0.1636558,0.1205948,0.1313787,0.1269188,0.09527422,0.07042481,0.1415603,0.1210386,0.1424071,0.1743326,0.1022892,0.1243473,0.1559639,0.1480251,0.3206074,0.1301291,0.09695362,0.1274289,0.4521385,0.1241558,0.1617047,0.1447936,0.1273337,0.1861048,0.1741591,0.17165,0.2050217,0.09327304,0.07432215,0.2158169,0.1390346,0.1393926,0.1213741,0.1833308,0.1313731,0.1351684,0.1586071,0.1333718,0.20185,0.1344061,0.06835841,0.1283402,0.1267064,0.1169089,0.1007723,0.1102008,0.0830633,0.1658582,0.1485131,0.175897,0.1755602,0.1618012,0.1728687,0.1231272,0.1590191,0.1052593
"GP1BB_E23_F",0.2054076,0.4410442,0.09555493,0.06817719,0.0830242,0.1272885,0.1554265,0.1298823,0.2870464,0.05666254,0.08354322,0.09082422,0.1551039,0.2939665,0.07261872,0.18949,0.4070747,0.3414147,0.06608161,0.06095861,0.2461359,0.190395,0.3632247,0.1555081,0.4737,0.0612829,0.5888076,0.1490349,0.08633477,0.2188782,0.4739684,0.1637767,0.4279063,0.2447335,0.1597026,0.2499852,0.09576426,0.7736725,0.1818962,0.1055345,0.7340581,0.08851952,0.474817,0.1647848,0.3966535,0.2015949,0.1550107,0.1669687,0.4723791,0.6322026,0.8270198,0.6844966,0.4120834,0.6334931,0.419305,0.6638433,0.5556073,0.7334105,0.1559947,0.2125756,0.4547789,0.6534288,0.6250643,0.3479529,0.1111614,0.442251,0.2534971,0.09945505,0.5384241,0.4885947,0.1586355,0.6359736,0.2875566,0.5430552,0.4467763,0.2396037,0.1657522,0.04150438,0.1383914,0.5165693,0.5880839,0.469546,0.07832277,0.1310188,0.08993743,0.6266853,0.4961452,0.3508516,0.4504546,0.5339781,0.1076142,0.2164759,0.3480941,0.3102958,0.6522579,0.1915335,0.7550598,0.4826799,0.4027636,0.4839751,0.5035902,0.5671312,0.431615,0.1145747,0.714801
"GP1BB_P278_R",0.2895948,0.3888789,0.132111,0.07810217,0.1394462,0.09267393,0.2073135,0.1507884,0.2544988,0.06562181,0.09177619,0.3806677,0.1496082,0.3508132,0.2740121,0.1685241,0.2754761,0.3221932,0.09868859,0.1670816,0.3134727,0.1994584,0.3031691,0.1936809,0.6122067,0.06615716,0.6453208,0.1948636,0.07863273,0.1887976,0.5146397,0.2460024,0.4826994,0.2912739,0.1889974,0.3478983,0.1608415,0.8114967,0.1850328,0.2555107,0.8125683,0.1067652,0.5556608,0.2593789,0.4209188,0.2653361,0.3115391,0.09608077,0.4772999,0.7356396,0.8450943,0.7221143,0.5852277,0.6773357,0.5949693,0.7842878,0.6272262,0.7700328,0.1565447,0.3195956,0.344582,0.6749327,0.6065029,0.3899896,0.1338217,0.4223402,0.295397,0.08653884,0.6279235,0.5258064,0.1559531,0.6144698,0.2527558,0.5034313,0.5400532,0.3439656,0.1617163,0.03933545,0.2368445,0.4832801,0.679037,0.4553713,0.1824041,0.337288,0.1580152,0.5806447,0.3896315,0.3702571,0.2210117,0.5683869,0.1887392,0.2604762,0.2994708,0.2657527,0.6713712,0.2739503,0.6027144,0.3479121,0.4671125,0.455795,0.4844387,0.5905293,0.3557575,0.1423193,0.6008695
"GPATC3_P410_R",0.3206161,0.4969203,0.8512298,0.1207823,0.4803028,0.5809448,0.5983309,0.4193322,0.3846192,0.2762666,0.6763228,0.5981353,0.5367154,0.8451975,0.6570867,0.5440727,0.3846784,0.7728298,0.6929592,0.703066,0.4383289,0.5640108,0.9055082,0.1918926,0.559518,0.4612955,0.7333339,0.8761489,0.7347841,0.3064256,0.6249322,0.4619083,0.6070987,0.7229061,0.5429922,0.4583034,0.5368696,0.5428659,0.8689653,0.7306631,0.9062539,0.5739539,0.6886814,0.8317747,0.8927974,0.6368995,0.8859861,0.8616341,0.8311247,0.7720623,0.8235205,0.6745999,0.6673128,0.7594196,0.6024085,0.7121931,0.8050177,0.8011868,0.6329388,0.8080731,0.8948026,0.8242369,0.7103208,0.882166,0.308408,0.7624795,0.5537274,0.5086057,0.7538451,0.8768961,0.7803773,0.9197441,0.514725,0.7417364,0.8681773,0.6598119,0.7167057,0.1661354,0.6102469,0.7674063,0.7027063,0.6244681,0.9257429,0.7691168,0.8979381,0.8487284,0.9023816,0.769296,0.8873664,0.6573517,0.499412,0.7551336,0.7978954,0.5930114,0.740153,0.7261498,0.7910832,0.8030148,0.8042142,0.8111576,0.7744215,0.7560858,0.6070538,0.6001596,0.7297105
"GPR116_E328_R",0.3415775,0.3614897,0.4366887,0.5905788,0.6651929,0.7698082,0.7855538,0.465452,0.711462,0.3520262,0.1077716,0.7692748,0.5885521,0.6716244,0.09944724,0.6796358,0.7119647,0.6843404,0.701477,0.663554,0.6684787,0.7551605,0.8725107,0.1535264,0.5966634,0.90469,0.6965096,0.6089135,0.6044067,0.8149212,0.6966572,0.4487159,0.5600733,0.865148,0.8857285,0.8173753,0.4882001,0.7543628,0.502291,0.759096,0.7334573,0.91624,0.7749637,0.4481056,0.8361567,0.5275234,0.8636987,0.8386835,0.8781673,0.8530402,0.8813123,0.8361465,0.8839379,0.8121851,0.7521517,0.8661237,0.8374331,0.8508194,0.9416222,0.7753739,0.8707034,0.8925285,0.8736829,0.8589016,0.3761877,0.8561023,0.7544335,0.7618766,0.8723565,0.8784586,0.8748594,0.892259,0.8581965,0.8557652,0.895986,0.8956164,0.8874786,0.7170544,0.8246408,0.8364769,0.8306367,0.9027823,0.7915332,0.8384895,0.8931172,0.8606584,0.8818798,0.8645746,0.7944151,0.8221434,0.4627703,0.9064041,0.6596329,0.7720424,0.8519238,0.6708117,0.7623655,0.7238684,0.7893399,0.8375709,0.7949614,0.7418873,0.7943864,0.8887318,0.7321647
"GPR116_P850_F",0.7132564,0.7169757,0.6851943,0.6827902,0.6589468,0.8087487,0.7930555,0.6812652,0.7531268,0.7007117,0.7159311,0.8098544,0.5920545,0.8029391,0.6370056,0.7729124,0.5981762,0.8221334,0.7998589,0.6544909,0.5868376,0.7245892,0.8589126,0.5938225,0.8278853,0.8594845,0.8532545,0.7072585,0.7412355,0.79106,0.725929,0.8033753,0.7594733,0.8330682,0.8428892,0.7916192,0.8046931,0.8792215,0.826349,0.824384,0.8186707,0.9012333,0.822829,0.8418044,0.8653712,0.860143,0.8188137,0.8846302,0.8675104,0.8924136,0.9108953,0.8610292,0.8389401,0.8890862,0.8501198,0.9063472,0.8796934,0.8842347,0.9150926,0.8733752,0.8383861,0.8991978,0.8554286,0.8183706,0.7634676,0.8619275,0.8017418,0.8916255,0.8664734,0.8735964,0.8986527,0.8964348,0.8486708,0.840485,0.8636682,0.8447189,0.8363782,0.7411725,0.8291327,0.7766851,0.8603459,0.8806847,0.8935655,0.8367189,0.8855577,0.8759066,0.8620862,0.8607221,0.8257405,0.8688704,0.7202546,0.9096078,0.6963888,0.8407248,0.864262,0.7337753,0.8383906,0.7458857,0.873316,0.8278174,0.8074445,0.8367465,0.8095538,0.8880138,0.8609782
"GPX1_E46_R",0.3880359,0.05219972,0.07870688,0.05485306,0.05347687,0.06832624,0.06814147,0.05554339,0.0919006,0.5820497,0.07792478,0.08102088,0.07409188,0.08124957,0.09178781,0.08030473,0.04993875,0.08052915,0.07245658,0.03735602,0.04134607,0.06241146,0.0473539,0.2441629,0.04734838,0.03973507,0.03872168,0.03663533,0.03732675,0.03319147,0.02585078,0.05744179,0.07842553,0.07363693,0.07191633,0.1038389,0.1158952,0.05486111,0.06925493,0.129167,0.1042361,0.05680621,0.0380459,0.04520294,0.08076921,0.06370934,0.06934315,0.066903,0.06838471,0.06282728,0.06227583,0.05542451,0.06516516,0.04292719,0.04365074,0.08462023,0.08099312,0.08984721,0.07438314,0.07017817,0.06086279,0.06699258,0.07360239,0.07866664,0.1966825,0.04161585,0.0453754,0.07411477,0.0793579,0.07566196,0.07164414,0.06051679,0.0686741,0.0642407,0.07176706,0.06653035,0.03845439,0.03005246,0.06033967,0.1014813,0.06706174,0.0733576,0.05979251,0.2095446,0.07808601,0.06224865,0.06764616,0.0782577,0.04076923,0.04331022,0.07563798,0.06084327,0.06746657,0.06671024,0.08547539,0.04163643,0.0751196,0.07861266,0.1038839,0.09624168,0.08197404,0.08133538,0.07171639,0.07391509,0.089066
"GPX1_P194_F",0.7441203,0.2330602,0.3283304,0.3437904,0.08636066,0.2692128,0.1209397,0.1254805,0.2026077,0.789125,0.4922227,0.1477244,0.1730567,0.3919846,0.07975355,0.1304518,0.2869508,0.2197353,0.368614,0.05326542,0.1370138,0.1209836,0.1320108,0.3399771,0.09025232,0.1295658,0.09409062,0.08163258,0.08284781,0.06604922,0.05664025,0.3442018,0.1446375,0.1970855,0.219053,0.1589119,0.5788482,0.1654976,0.2639242,0.5819378,0.6794901,0.2416438,0.08109729,0.2424087,0.1440076,0.3493284,0.2402935,0.1804924,0.1822994,0.117222,0.1554146,0.1475309,0.1878396,0.1206199,0.06581193,0.09861001,0.1513649,0.1444575,0.1459399,0.1632508,0.1738331,0.1558226,0.1972657,0.1624363,0.5961777,0.1082771,0.1143465,0.46775,0.2064261,0.1403256,0.1647518,0.1539874,0.2390139,0.1789853,0.1421559,0.1899711,0.1757751,0.05902417,0.1583203,0.6629336,0.1446176,0.1457869,0.1599087,0.8008034,0.2806048,0.1844621,0.1670357,0.2668758,0.2643521,0.1039613,0.1231872,0.2102925,0.1350062,0.1215631,0.1315598,0.06549234,0.1676706,0.170663,0.1421721,0.207405,0.1208455,0.1194237,0.09031784,0.1647616,0.1193863
"GPX3_E178_F",0.1015538,0.1176432,0.1321835,0.06551792,0.07428514,0.1962008,0.1512281,0.06035895,0.3051249,0.1215103,0.1179429,0.2042243,0.08394416,0.1664346,0.395948,0.2063682,0.1522133,0.1896446,0.2049652,0.05100781,0.1020016,0.1262246,0.1223255,0.08482128,0.1378585,0.09213094,0.1327889,0.1137465,0.08143895,0.09035706,0.07706665,0.08372198,0.3447645,0.2231483,0.2075012,0.1990559,0.2273901,0.2073781,0.1955433,0.1585442,0.2022621,0.1586011,0.1318921,0.05219232,0.1472657,0.2462589,0.2090861,0.1879796,0.2423566,0.2403366,0.1985868,0.1559613,0.1927045,0.1522836,0.06563559,0.1596333,0.1829532,0.2851988,0.2473186,0.2006731,0.1869193,0.234915,0.1912266,0.1951896,0.2664138,0.1388564,0.04802993,0.1301729,0.217426,0.2095,0.1758263,0.1968703,0.2297949,0.1913083,0.1971816,0.2016223,0.09076092,0.02851608,0.06157946,0.1591665,0.1824424,0.2032475,0.2526396,0.201083,0.1655435,0.2006828,0.1607185,0.2045003,0.1345572,0.05577938,0.05689753,0.1041123,0.1243939,0.1105705,0.1751553,0.09047435,0.2125974,0.1929706,0.1613296,0.1950616,0.177074,0.212947,0.2112236,0.1808677,0.1978748
"GRB10_E85_R",0.06432354,0.07619649,0.08538032,0.08064206,0.07220971,0.09769025,0.09696405,0.06284409,0.158359,0.06369305,0.2489062,0.1162264,0.08135392,0.1129556,0.09760152,0.1119675,0.0654837,0.1254038,0.1151056,0.04372691,0.06426353,0.07808828,0.07474306,0.03930257,0.08519321,0.06190622,0.06115676,0.04747789,0.05796766,0.05426174,0.03944016,0.07164802,0.1158044,0.1051663,0.1152188,0.1520867,0.1018588,0.08188485,0.1094737,0.1377253,0.0865575,0.07820273,0.09855354,0.0590156,0.09830886,0.10549,0.1255449,0.1073628,0.1142673,0.1118273,0.1014799,0.08960324,0.1387396,0.07495008,0.04959616,0.1167543,0.07044504,0.1030734,0.1098596,0.1331901,0.1039045,0.1292816,0.08806001,0.1157608,0.08820916,0.06786561,0.0433391,0.09040116,0.09880555,0.1058905,0.1283718,0.115946,0.1467625,0.09309539,0.1131755,0.08831003,0.05454595,0.03157614,0.05154484,0.1002028,0.114488,0.08838017,0.129714,0.1374363,0.1364527,0.103471,0.1335392,0.07727032,0.05269812,0.03984756,0.043387,0.0663928,0.08635782,0.08115427,0.09544692,0.05899434,0.1187488,0.1136404,0.104774,0.1378323,0.1014655,0.1275741,0.1123287,0.07728756,0.1111118
"GRB10_P260_F",0.05949595,0.06245583,0.07614755,0.09924123,0.05842566,0.09263249,0.1004207,0.0518771,0.1089669,0.05090681,0.09002939,0.1189959,0.06519109,0.1075261,0.08367541,0.08965348,0.05903913,0.07839328,0.2520791,0.04357008,0.09728948,0.06931493,0.05953686,0.1822574,0.053603,0.04361382,0.04939791,0.04888374,0.04096251,0.04056093,0.03785269,0.0678312,0.08082964,0.08097736,0.09703471,0.08295315,0.07922722,0.06575087,0.0701505,0.08219407,0.09072211,0.07421865,0.05450762,0.05078301,0.08373508,0.09139914,0.07756694,0.07836572,0.07831839,0.07149832,0.06204002,0.05941455,0.08196178,0.04644323,0.04156538,0.07962982,0.07554563,0.1272501,0.07117956,0.07161385,0.07489143,0.07803489,0.07496461,0.1258716,0.08807233,0.05546711,0.05147613,0.09188014,0.09640522,0.09538475,0.07441517,0.07401708,0.102391,0.07493508,0.0841077,0.07513173,0.06144404,0.04748049,0.06788044,0.09621903,0.07711024,0.08083392,0.07279105,0.07917635,0.07678992,0.06086925,0.07656692,0.08018009,0.05742149,0.07191079,0.07973298,0.08031201,0.08955059,0.08101321,0.0724382,0.0430931,0.08514434,0.1026741,0.09039128,0.1184741,0.1046704,0.1119458,0.08625711,0.08369128,0.09110424
"GRB10_P496_R",0.1706432,0.3650208,0.3836621,0.4357238,0.1853535,0.3383563,0.4158499,0.2875637,0.5616008,0.1032932,0.1123927,0.1185709,0.2558185,0.3282887,0.5681469,0.4276296,0.2174422,0.2664343,0.4585887,0.1662548,0.256369,0.3428918,0.5857564,0.2539649,0.2749851,0.3359669,0.151039,0.1193172,0.1694147,0.1230173,0.1644956,0.201685,0.2606951,0.4345871,0.4416624,0.3838141,0.2202743,0.1664374,0.2383136,0.151406,0.2001151,0.4588838,0.2553301,0.2115427,0.6653537,0.2955563,0.3342274,0.5174478,0.4433628,0.4074224,0.4170173,0.3214615,0.3811644,0.3303789,0.2656466,0.3633347,0.4498232,0.2582406,0.2771707,0.3227951,0.7105569,0.5758033,0.5305931,0.5053778,0.2591709,0.3558624,0.3316574,0.3082757,0.4605211,0.4667597,0.5077928,0.4781226,0.3182037,0.6263778,0.4314068,0.4284196,0.2468462,0.1325043,0.3331526,0.2917029,0.3379134,0.354648,0.39544,0.317635,0.3968504,0.5030022,0.6670486,0.6513466,0.4521621,0.165071,0.2201236,0.3873808,0.5318879,0.4541783,0.4269573,0.3595065,0.3671176,0.5494837,0.4597793,0.5587562,0.506427,0.5070439,0.5299287,0.3197676,0.4363707
"GRB7_E71_R",0.08265385,0.06329438,0.07397655,0.3976745,0.4603066,0.202121,0.4059294,0.05494781,0.61572,0.04942151,0.6749139,0.1001505,0.2449901,0.1118875,0.3897495,0.4405513,0.05744069,0.130451,0.07305866,0.06333721,0.2184324,0.4445215,0.1007399,0.06446028,0.05398689,0.1017387,0.04453221,0.05690086,0.04530447,0.04008469,0.03425698,0.05670442,0.1484792,0.5590012,0.4902022,0.3670273,0.07391741,0.09526607,0.0691626,0.06578381,0.05785147,0.1252392,0.1719615,0.03792047,0.1131202,0.09821487,0.1749515,0.06206233,0.09227598,0.08262345,0.08223277,0.09239292,0.1089138,0.08697604,0.1247472,0.103475,0.1308306,0.1024085,0.1806993,0.137087,0.07695553,0.1274545,0.1149,0.1463213,0.06787622,0.06346166,0.1716893,0.103782,0.115699,0.1972631,0.07129931,0.1142571,0.1321169,0.2048007,0.2249175,0.453812,0.1020335,0.07988109,0.250062,0.141921,0.1565505,0.08293928,0.09170166,0.3331014,0.1995964,0.09911852,0.06018716,0.2910032,0.103502,0.1063032,0.06646331,0.09611449,0.1483744,0.07868902,0.09715613,0.2064907,0.1718543,0.2116063,0.396086,0.1966907,0.3512413,0.3857495,0.1075605,0.1718889,0.06721541
"GRB7_P160_R",0.09920266,0.1079362,0.08238885,0.05952841,0.5372131,0.4603916,0.4778339,0.079687,0.468034,0.06855836,0.671218,0.08270772,0.3207422,0.07877036,0.6718166,0.536708,0.1434936,0.1388792,0.4421555,0.1023936,0.3014456,0.442076,0.1610608,0.04212206,0.09454779,0.1087105,0.1238953,0.14995,0.0705663,0.09054269,0.07101452,0.09840804,0.2389077,0.574326,0.5070304,0.4000712,0.1038143,0.1644766,0.1128975,0.168106,0.1081599,0.1291916,0.2491313,0.09024873,0.2880398,0.1335782,0.2381914,0.1187374,0.3205417,0.2126342,0.1933273,0.2068197,0.2686168,0.1859127,0.220719,0.3779561,0.2592255,0.2732995,0.390144,0.2208153,0.1493101,0.2417158,0.3512809,0.4145834,0.1402275,0.2606671,0.2621578,0.1722241,0.3341522,0.3498532,0.1340165,0.3970453,0.2275206,0.3768293,0.3325888,0.5572816,0.2706813,0.3023843,0.1592448,0.53747,0.3213432,0.2338728,0.2231941,0.3311799,0.5808765,0.3855087,0.2549069,0.3691009,0.4171238,0.2096399,0.05374949,0.2009813,0.4055482,0.1659493,0.1924163,0.2601613,0.1992896,0.4159321,0.372947,0.5235912,0.425968,0.3899563,0.3415195,0.3998537,0.2108338
"GSTM1_P266_F",0.4541056,0.5969527,0.4964319,0.2011299,0.2595882,0.3208332,0.2400884,0.4047814,0.245177,0.5701027,0.3857321,0.1046823,0.2057655,0.7208446,0.1321047,0.3160845,0.2543645,0.381142,0.5380161,0.117506,0.1014341,0.1791301,0.5719692,0.2698517,0.06918767,0.2768788,0.1343525,0.04309753,0.3258054,0.06552773,0.05067103,0.4853489,0.1382429,0.4740058,0.5147076,0.2540531,0.6192081,0.2039944,0.7011502,0.5653174,0.8102934,0.358362,0.1332304,0.6461533,0.8442314,0.7039846,0.2539479,0.3772176,0.1266469,0.1616341,0.1097156,0.1436656,0.4609463,0.08825504,0.09034551,0.07758798,0.2655207,0.145148,0.3415164,0.2267395,0.4651965,0.3238305,0.08990625,0.4744085,0.6563429,0.2996387,0.4193006,0.5532724,0.1627448,0.1497539,0.5173942,0.3842248,0.293854,0.5424088,0.404819,0.4172064,0.3424215,0.08258773,0.2990355,0.5081388,0.4073405,0.09052617,0.8393968,0.3971014,0.8259466,0.1585721,0.1405216,0.5678019,0.4579628,0.2696649,0.147966,0.298544,0.3018105,0.4384094,0.1701535,0.1318017,0.2579604,0.2749471,0.1339597,0.3189207,0.3705504,0.2004451,0.793947,0.096563,0.2806326
"GSTM1_P363_F",0.7200724,0.8420478,0.8297048,0.06135572,0.5737132,0.7127359,0.5268916,0.7714625,0.590412,0.7937766,0.5272701,0.7945479,0.5713269,0.8232477,0.7432384,0.6900935,0.7319015,0.7486042,0.7952234,0.670069,0.522073,0.6261317,0.8331713,0.1708718,0.2897812,0.7906747,0.4400862,0.1725792,0.7322245,0.3527379,0.3872887,0.8252264,0.4863224,0.7974505,0.8386127,0.7475262,0.8909728,0.6027062,0.8485513,0.8507459,0.8661775,0.8112332,0.5841473,0.8522224,0.909618,0.9102595,0.7472938,0.8168942,0.5696663,0.5352575,0.5444245,0.588098,0.8212152,0.4289581,0.3789134,0.4962939,0.6599501,0.6474965,0.6946209,0.7865081,0.8386185,0.8069826,0.4555375,0.8328471,0.8735916,0.7236397,0.7390327,0.8440167,0.6774237,0.7237684,0.8478456,0.722157,0.7576454,0.8514949,0.8486807,0.784566,0.7306799,0.331973,0.7427718,0.8258885,0.8150457,0.3641702,0.8961556,0.829664,0.9118474,0.5902513,0.7951397,0.8394169,0.6901562,0.5195811,0.5888531,0.6407043,0.7108228,0.8388957,0.4680501,0.5897437,0.7427223,0.7514796,0.7237983,0.7710469,0.7755157,0.6835182,0.8843874,0.5327762,0.6628988
"GSTM2_E153_F",0.08959184,0.0800964,0.2560574,0.08419519,0.08836451,0.07245213,0.08162841,0.08900619,0.1671858,0.05399968,0.09563655,0.09451602,0.09515487,0.675007,0.07353135,0.1114412,0.2563301,0.3516462,0.2047667,0.03636131,0.06966925,0.1063854,0.08162346,0.3882805,0.07896956,0.05778671,0.07921439,0.03915805,0.0391085,0.03588578,0.03120325,0.06537484,0.1250521,0.184859,0.1238691,0.1125627,0.3108321,0.1221472,0.291774,0.311694,0.2615764,0.09275933,0.06301016,0.05905619,0.08930433,0.1545729,0.09314121,0.06276122,0.1273863,0.1111596,0.0822339,0.08664928,0.1030387,0.06037612,0.0500064,0.09163597,0.09350599,0.1033314,0.1299406,0.14647,0.120975,0.1115479,0.08577887,0.08661881,0.08682538,0.06152127,0.1292542,0.08288446,0.1074734,0.09768409,0.1004796,0.1237341,0.162805,0.1138648,0.1179659,0.1133126,0.06203669,0.4020941,0.6171113,0.1018165,0.09444431,0.08548702,0.113706,0.06051034,0.06986643,0.09201433,0.09522265,0.1529196,0.04061019,0.1023412,0.6359839,0.09485103,0.09495372,0.4840271,0.1515058,0.06220126,0.07606739,0.1213005,0.1535147,0.134772,0.1261253,0.132792,0.07930851,0.130482,0.08417895
"GSTM2_P109_R",0.06817333,0.08181442,0.1049002,0.08575088,0.1765875,0.09801604,0.2325542,0.06942923,0.274559,0.04743864,0.49281,0.09296571,0.1083111,0.3555287,0.08264935,0.08236198,0.1344807,0.1434192,0.09143636,0.06021892,0.09930088,0.1555551,0.04928905,0.1358553,0.06791247,0.05583336,0.0562018,0.04201546,0.04839898,0.03903341,0.03228263,0.06434929,0.1244289,0.234542,0.1102248,0.1502748,0.1253556,0.08054589,0.1185492,0.1159453,0.1203187,0.05785099,0.09246238,0.07160069,0.1203946,0.1018205,0.1100328,0.06535748,0.1214725,0.09404617,0.0751927,0.1066748,0.07575552,0.0619777,0.05744281,0.1098385,0.07718144,0.07920971,0.08582518,0.07306255,0.08294572,0.1093861,0.09164236,0.09926855,0.09306149,0.05781765,0.0627856,0.08964015,0.1220799,0.09767056,0.09477156,0.1006026,0.1375417,0.09945151,0.1203208,0.1607992,0.07004873,0.04626533,0.09517094,0.1056269,0.09770837,0.08807424,0.08859791,0.07460846,0.1391544,0.09618416,0.09395574,0.1711052,0.06578372,0.07062735,0.07794223,0.0688878,0.1209256,0.08546542,0.1370925,0.06036985,0.1394169,0.1095781,0.1892643,0.1404472,0.0912508,0.1219872,0.1346816,0.1491697,0.1089844
"GSTM2_P453_R",0.3063254,0.4330954,0.4348559,0.5058379,0.5580252,0.5810519,0.7090613,0.2327808,0.5942816,0.2349728,0.558207,0.5681044,0.3788378,0.6191601,0.4432056,0.5966164,0.563248,0.426624,0.5990176,0.1433616,0.3700159,0.5433679,0.4658525,0.1621469,0.1268651,0.5667216,0.1310934,0.1415099,0.2687452,0.1112678,0.1366956,0.2892762,0.2848758,0.6877904,0.6555731,0.5532967,0.5206576,0.1314267,0.4861463,0.4136793,0.5269574,0.670584,0.2380089,0.2278812,0.5258319,0.3566733,0.5041505,0.5181867,0.3502737,0.2007919,0.1909627,0.300027,0.3625685,0.1840173,0.2318344,0.2435925,0.3269912,0.3573015,0.6346732,0.4750739,0.4706942,0.4639677,0.442201,0.4549296,0.2516057,0.2974578,0.3563672,0.4009998,0.4535339,0.4300669,0.5741866,0.3708807,0.546641,0.5633592,0.5795853,0.6780707,0.4788486,0.0992355,0.4092332,0.4139652,0.2896301,0.3631755,0.2639753,0.5832589,0.2962317,0.4640415,0.521268,0.5400892,0.2107762,0.1442117,0.09865914,0.6084847,0.4369178,0.2894097,0.1996991,0.3026809,0.3777435,0.510731,0.6083482,0.5556912,0.4888852,0.4600004,0.3937906,0.6510972,0.1751654
