"","91-04-A132","93-05-6301 SN2","93-05-6301 SP3","93-10-3403 SP3","94-03-1902 SN2","94-04-1903 SP1","94-09-2902 SP1","94-10-P003 SP1","94-11-P036","94-11-V046","95-01-P045","95-04-P093","95-05-G051 SN1","95-05-G051 SP1","95-06-P073","95-07-P004","95-08-P243","95-08-P248","95-08-P250","95-08-P271","95-08-P284","95-08-P358","95-08-P418","95-09-P067","95-09-P113","95-10-P864 SP1","95-11-P018 SP2","95-11-P306 SP1","95-12-A091","95-12-P310 SN1","96-02-P012 SP1","96-02-P046","96-02-P050 SP1","96-02-P067 SP3","96-02-P402 SP1","96-04-P009 SP5","96-04-P017 SP1","96-04-P029 SP1","96-04-P033 SP1","96-06-G032 SP1"
"hsa_miR_766",1,21.7,17.5,42.4,2.2,1,2.7,25.3,1,1,9.7,1,1,9.3,1,9.7,1,58.4,1,41.9,5.9,5.6,6.8,1,6.4,22.3,3.3,12.7,18.9,61.5,7.9,1,10.8,1,1,3.1,1,35,1,1
"hsa_miR_613",1,94.3,9.8,20.8,12.7,6.8,1,25.3,4.1,1,16.8,1,1,1.7,1,1,1,1,1,79.7,1,46,1,1,1,8.7,1,6.4,1,21.4,9.6,1,1,1.9,1,1,1,35,1,1
"hsa_miR_323_5p",1,78.2,4.6,20.8,1,4.8,1,42.9,1,76.8,2.6,1,1,1,1,1,1,21.9,1,26.7,1,17.7,6.8,1,1,6.4,1.3,15.9,1,13.4,6.1,1,1,1,1,1,1,8.2,1,1
"hsa_miR_544",1,5.5,1,103.4,1,1,1,104.5,1,124.5,1,1,1,1,1,1,1,1,1,26.7,1,21.8,1,1,1,1,1,1,1,81.6,1,1,1,1,1,1,1,56.5,1,1
"hsa_miR_943",1,78.2,2,35.2,26.6,6.8,1,34.1,1,1,9.7,1,1,6.8,1,1,7.5,30,1,57,1,17.7,1.7,3.3,1.8,4.1,3.3,19,1,45.5,7.9,1,1,1.9,1,4.5,1,18.9,1,1
"hsa_miR_579",1,37.8,1,1,1,6.8,1,34.1,1,84.7,2.6,1,1,3,1,1,1,1,1,34.3,1,50.1,11.9,1,1,6.4,1,1,1,29.4,7.9,1,1,4.6,1,1,1,40.4,1,1
"hsa_miR_1914",1,70.1,9.8,6.4,5.7,6.8,1,51.7,1,1,27.5,1,1,4.2,1,1,11.8,34.1,1,57,1,33.9,6.8,1,1,1,3.3,15.9,5.7,37.4,1,1,1,1,1,1,1,35,1,1
"hsa_miR_513a_5p",1,70.1,33.1,31.6,2.2,12.6,1.7,16.5,1.5,1,9.7,1,1,1.7,1,1,5.3,17.8,1,64.6,4.6,17.7,1.7,16.2,17.7,10.9,1,12.7,5.7,37.4,1,1,2.4,1,1,1,1,51.2,1,1
"hsa_miR_2278",1,29.7,12.4,1,33.6,1,1,34.1,1,116.6,6.2,1,1,1,1,1,1,17.8,1,19.1,1,1,1,5.2,1,1,1,1,1,25.4,1,1,1,1,1,1,1,24.3,1,1
"hsa_miR_367",1,62,12.4,24.4,19.7,2.8,1,60.5,1,1,27.5,1,1,1,1,3.4,1,17.8,1,19.1,4.6,33.9,1,1,1,1,1,1,2,25.4,7.9,1,1,1.9,1,1,1,61.9,1,1
"hsa_miR_612",1,13.6,1,6.4,5.7,1,1,69.3,1,68.8,13.3,1,1,1,1,1,1,13.8,1,11.6,1,1.5,9.4,1,1,1.8,1,9.6,1,13.4,1,1,1,1,1,1,1,51.2,1,1
"hsa_miR_605",1,53.9,1,24.4,5.7,8.7,1,51.7,1,1,16.8,1,1,1,1,3.4,16.2,5.7,1,49.4,1,33.9,1.7,1,1,4.1,1.3,28.4,1,25.4,9.6,1,1,6,1,1,1,45.8,1,1
"hsa_miR_663",2.7,13.6,17.5,1,1,1,30,1,1,52.9,1,1,1,1,1,1,3.1,1,1,11.6,1,25.8,1,1,20,17.8,1,3.3,1,9.4,1,13.9,1,1,1,1,1,29.7,1,1
"hsa_miR_505",1,45.9,4.6,28,1,4.8,1,16.5,1,44.9,6.2,1,1,6.8,1,1,1,1.6,1,26.7,1,62.2,6.8,1,20,1,1,1,1,13.4,1,1,1,1,1,1,1,1,1,1
"hsa_miR_449b",1,70.1,14.9,17.2,9.2,6.8,1,16.5,1,68.8,13.3,1,1,1.7,1,1,16.2,1,1,11.6,1,50.1,1,1,1,1.8,1,22.2,2,29.4,1,1,9.4,1,1,1,1,29.7,1,1
"hsa_miR_2110",1,45.9,1,6.4,26.6,1,1,42.9,1,84.7,9.7,1,1,1,1,1,1,9.7,1,49.4,1,17.7,1,1,1,1,1,12.7,1,9.4,1,1,1,1,1,1,1,35,1,1
"kshv_miR_K12_3",1,62,2,28,9.2,8.7,2.7,25.3,1,1,34.6,1,1,1,1,1,1,26,1,26.7,1,33.9,1.7,1.5,1,1,1.3,25.3,1,41.5,14.9,1,1,1,1,1,1,24.3,1,1
"hsa_miR_365",1,5.5,2,10,1,6.8,1,7.7,1,60.9,13.3,1,1,1.7,1,1,1,5.7,1,34.3,1,13.7,6.8,1,6.4,1,1.3,6.4,1,41.5,1,1,1,1,1,1,1,35,1,1
"hsa_miR_450b_3p",1,102.4,4.6,28,5.7,6.8,1.7,34.1,1,1,13.3,1,1,1,1,5,7.5,13.8,1,41.9,1,17.7,9.4,1.5,10.9,1,9.3,6.4,1,37.4,11.4,1,1,1,1,1,1,24.3,1,1
"hsa_miR_320d",1,29.7,2,2.9,16.2,1,1,1,1,84.7,13.3,1,1,1,1,1,1,30,1,79.7,1,21.8,4.3,1,6.4,1.8,1,25.3,1,17.4,1,1,9.4,1,1,1,1,1,1,1
"hsa_miR_499_3p",1,45.9,4.6,28,9.2,6.8,1,25.3,1,37,45.3,1,1,3,1,3.4,1,5.7,1,41.9,1,29.8,1,1,8.6,1,1,19,1,29.4,1,1,1,1,1,3.1,1,45.8,1,1
"hsa_miR_1197",1,45.9,9.8,38.8,1,2.8,1,16.5,1,1,20.4,1,1,3,1,9.7,9.7,34.1,1,64.6,1,29.8,14.5,1,8.6,1,1,6.4,1,17.4,1,1,2.4,1,1,1,1,51.2,1,1
"hsa_miR_1185",1,37.8,20.1,28,1,1,1,34.1,1,29,9.7,1,1,1.7,1,1.8,1,1,4,26.7,1,9.6,11.9,1,10.9,1,1,1,1,29.4,2.5,1,1,1,1,1,1,35,1,1
"hsa_miR_105",1,62,4.6,2.9,9.2,2.8,1.7,69.3,1,1,6.2,1,1,6.8,1,1,1,1.6,1,49.4,1,21.8,11.9,3.3,6.4,1,33.4,1,1,5.4,13.2,1,1,1,1,1,1,51.2,1,1
"hsa_miR_1226",1,78.2,14.9,28,37.1,1,1,51.7,1,1,20.4,1,1,1,1,1,1,13.8,1,4,1,62.2,1,1,6.4,4.1,1,1,1,13.4,4.3,1,1,1,1,1,1,72.6,1,1
"hsa_miR_532_3p",1,29.7,14.9,6.4,9.2,8.7,1,1,2.8,1,9.7,1,1,17,1,1,1,1.6,1,19.1,1,13.7,1,1,4.1,1,1,6.4,1,25.4,1,1,1,7.4,1,1,5.5,2.8,1,8.8
"hsa_miR_143",1,5.5,4.6,17.2,1,1,2.7,42.9,1,1,6.2,1,1,1,1,6.6,3.1,5.7,1,34.3,5.9,13.7,1,1,10.9,8.7,1,15.9,3.8,29.4,1,1,1,1.9,1,1,1,13.5,1,1
"hiv1_miR_TAR_3p",1,86.2,4.6,17.2,33.6,6.8,1,25.3,1,1,38.2,1,1,1,1,1,1,30,1,72.1,1,29.8,1,1,8.6,1,1,15.9,13.2,33.4,4.3,1,1,1,1,1,1,45.8,1,1
"mcv_miR_M1_5p",1,29.7,2,10,2.2,1,1,7.7,1,68.8,1,1,1,1,1,1,1,17.8,1,57,1,17.7,1,1,4.1,4.1,1,9.6,3.8,25.4,1,1,1,1,1,1,1,56.5,1,1
"hsv1_miR_H2_3p",1,1,4.6,20.8,2.2,1,1,69.3,1,108.6,27.5,1,1,1,1,1,1,13.8,1,19.1,1,1.5,1,1,1,1.8,1,1,1,9.4,1,1,1,1,1,1,1,35,1,1
"hsa_miR_1978",1,53.9,12.4,46,26.6,8.7,1,25.3,1,1,16.8,1,1,8.1,1,1,3.1,1,1,41.9,3.3,37.9,1,3.3,10.9,6.4,1,1,13.2,45.5,1,1,1,1,1,1,1,45.8,1,1
"hsa_miR_657",1,62,33.1,20.8,1,4.8,1,16.5,1,1,9.7,1,1,5.5,1,1,3.1,9.7,1,72.1,1,42,1.7,1,1,1,1,22.2,7.6,77.5,1,1,1,1,1,1,1,24.3,1,1
"hsa_miR_1200",1,37.8,2,24.4,26.6,22.4,1,25.3,1,1,13.3,1,1,1,1,3.4,9.7,17.8,1,57,1,17.7,1,5.2,1.8,1,7.3,19,1,21.4,1,1,1,1,1,1,1,8.2,1,1
"hsa_miR_675",1,53.9,17.5,28,19.7,1,1,60.5,1,1,27.5,1,1,4.2,1,1,1,9.7,1,41.9,1,21.8,1,1,4.1,1,1.3,1,3.8,37.4,6.1,1,1,1,1,1,1,24.3,1,1
"hsa_miR_19a",1,21.7,7.2,17.2,5.7,1,1,7.7,1,100.6,1,1,1,1,1,1,1,21.9,1,26.7,1,13.7,1,1,4.1,4.1,1,3.3,1,33.4,1,1,1,1,1,1,1,13.5,1,1
"hsa_miR_330_3p",1,70.1,2,20.8,16.2,2.8,1,60.5,1,1,20.4,1,1,1,1,1,1,26,1,49.4,1,13.7,1,12.5,1,15.5,1,6.4,1,5.4,1,1,1,1,1,1,1,40.4,1,1
"hsa_miR_646",1,53.9,12.4,38.8,12.7,14.6,1,25.3,1,37,20.4,1,1,1,1,1,1,9.7,1,19.1,1,1.5,1.7,8.8,1.8,10.9,1,1,1,37.4,1,1,1,1,1,1,1,24.3,1,1
"hsa_miR_1296",1,45.9,2,10,9.2,1,1,60.5,1,76.8,2.6,1,1,1,1,1,1,1.6,1,19.1,1,17.7,1,1,4.1,1.8,1,3.3,1,25.4,1,1,1,1,1,1,1,18.9,1,1
"hsa_miR_622",1,62,2,10,26.6,1,1,25.3,1,1,16.8,1,1,4.2,1,1,1,26,1,41.9,1,37.9,1,1,1.8,4.1,1,6.4,1,25.4,1,1,1,7.4,1,1,1,13.5,1,1
"hsa_miR_874",1,86.2,4.6,20.8,5.7,1,1,25.3,1,60.9,6.2,1,1,1,1,1,5.3,1,1,26.7,3.3,21.8,1.7,1,1,1,1.3,1,1,25.4,2.5,1,1,1,1,1,1,18.9,1,1
"hsa_miR_194",1,37.8,4.6,13.6,5.7,2.8,1,25.3,1,37,13.3,1,1,1,1,1,1,9.7,1,49.4,1,1,1,1,13.2,1,1,1,2,9.4,1,1,1,1,1,1,1,24.3,1,1
"hsa_miR_875_5p",1,13.6,1,13.6,2.2,1,1,25.3,1,76.8,31.1,1,1,1,1,1.8,1,5.7,1,41.9,1,1,6.8,1,10.9,1,1,12.7,1,17.4,2.5,1,1,1,1,1,1,18.9,1,1
"hsa_miR_512_3p",1,29.7,14.9,35.2,2.2,1,1,1,1,76.8,31.1,1,1,1,1,1,5.3,17.8,1,49.4,1,25.8,1,1,1,15.5,1,1,1,41.5,1,1,1,1,1,1,1,1,1,1
"hsa_miR_433",1,21.7,2,24.4,9.2,22.4,1,1,1,37,9.7,1,1,1.7,1,20.8,1,1.6,1,11.6,1,29.8,1,1,1,13.2,1,1,1,13.4,1,1,1,1,1,1,1,24.3,1,1
"hsa_miR_523",1,45.9,1,17.2,19.7,1,1,16.5,1,76.8,20.4,1,1,1,1,1,1,9.7,1,41.9,1,13.7,1,1,1,1,1,1,1,17.4,1,1,1,1,1,1,1,51.2,1,1
"hsa_miR_208b",1,29.7,7.2,10,1,1,1,7.7,1,68.8,20.4,1,1,1,1,1,1,1,1,26.7,1,33.9,1,1,6.4,4.1,1,1,1,25.4,1,1,1,1,1,1,1,24.3,1,1
"hsv1_miR_H2_5p",1,37.8,1,1,1,1,1,34.1,1,60.9,1,1,1,1,1,1,1,1,1,57,1,25.8,1,1,1,4.1,1,15.9,1,21.4,1,1,1,1,1,1,1,24.3,1,1
"hsa_miR_1231",1,29.7,9.8,6.4,23.1,18.5,1,60.5,2.8,1,9.7,1,1,1,1,1,5.3,26,1,34.3,1,25.8,4.3,1,1.8,4.1,1,9.6,1,21.4,4.3,1,1,1,1,1,1,29.7,1,1
"hsa_miR_298",1,62,9.8,24.4,12.7,2.8,1,7.7,1,1,20.4,1,1,1.7,1,1,1,1,1,72.1,1,29.8,1,1,6.4,8.7,1,19,1,53.5,7.9,1,1,1,1,1,1,24.3,1,1
"hsa_miR_1470",1,37.8,12.4,1,9.2,1,1,78.1,1,1,9.7,1,1,3,1,1,9.7,9.7,1,26.7,1,5.6,1,7,6.4,1,1,1,1,33.4,4.3,1,3.8,1,1,1,1,61.9,1,1
"hsa_miR_301b",1,45.9,1,28,5.7,8.7,1,51.7,1,1,1,1,1,6.8,1,11.3,5.3,13.8,1,49.4,11,1,11.9,5.2,26.9,1,1,9.6,1,33.4,2.5,1,1,1,1,1,1,29.7,1,1
"hsa_miR_190",1,37.8,2,28,33.6,6.8,1,25.3,1,1,20.4,1,1,3,1,8.1,7.5,9.7,1,11.6,1,25.8,1,3.3,1,22.3,1,28.4,1,17.4,2.5,1,8,1,1,1,1,18.9,1,1
"ebv_miR_BART17_3p",1,53.9,1,17.2,5.7,1,1,69.3,1,1,52.4,1,1,1.7,1,1,1,5.7,1,34.3,4.6,29.8,1,1,1,20,1,1,1,25.4,9.6,1,1,1,1,1,1,45.8,1,1
"hsa_miR_604",1,45.9,4.6,13.6,33.6,1,1,34.1,1,1,6.2,1,1,4.2,1,1,1,9.7,1,49.4,1,5.6,1,3.3,4.1,4.1,5.3,12.7,2,41.5,16.7,1,3.8,1,1,1,1,13.5,1,1
"hsa_miR_640",1,29.7,1,10,23.1,2.8,1,42.9,1,52.9,1,1,1,1,1,1,1,1,1,34.3,1,37.9,1,1,6.4,1,1,6.4,1,21.4,1,1,1,1,1,1,1,18.9,1,1
"hsa_miR_548e",1,45.9,22.7,24.4,12.7,1,1,51.7,1,1,16.8,1,1,1,1,1,7.5,9.7,1,49.4,1,9.6,1.7,1,10.9,13.2,1,22.2,2,49.5,6.1,1,1,1,1,1,1,8.2,1,1
"hsa_miR_501_3p",1,37.8,4.6,6.4,2.2,8.7,1,16.5,1,13.1,1,1,1,1,1,1,1,13.8,1,11.6,1,33.9,1.7,1,1,1,1.3,12.7,1,37.4,4.3,1,1,1,1,1,1,40.4,1,1
"hsa_miR_1262",1,62,12.4,6.4,9.2,1,1,60.5,1,1,13.3,1,1,1.7,1,1,1,1.6,1,34.3,1,33.9,4.3,1,4.1,1,1,12.7,3.8,9.4,4.3,1,1,1,1,1,1,35,1,1
"hsa_miR_643",1,45.9,14.9,13.6,5.7,2.8,1,1,1,68.8,1,1,1,1.7,1,1,1,5.7,1,34.3,1,29.8,4.3,1,1,4.1,1,1,1,21.4,1,1,3.8,1,1,1,1,18.9,1,1
"hsa_miR_508_5p",1,53.9,1,10,23.1,1,1,60.5,1,21.1,13.3,1,1,1,1,1,1,30,1,41.9,1,1,1.7,1,1,1,1,9.6,1,41.5,4.3,1,1,1,1,1,1,45.8,1,1
"hsa_miR_1298",1,45.9,9.8,1,12.7,1,1,51.7,1.5,1,16.8,1,1,1,1,1,1,9.7,1,26.7,2,9.6,1,30.9,1,1,1.3,19,1,9.4,1,1,13.6,1,1,1,1,13.5,1,1
"hsa_miR_1538",1,53.9,4.6,35.2,1,1,1,16.5,1,1,9.7,1,1,8.1,1,1,1,21.9,1,34.3,1,21.8,9.4,1,4.1,1,1.3,22.2,1,29.4,1,1,1,1,1,1,1,45.8,1,1
"hsa_miR_7",1,78.2,30.5,53.1,19.7,8.7,1,34.1,1,1,1,1,1,1,1,1,1,17.8,1,57,1,5.6,1,1,1,17.8,1,9.6,1,33.4,1,1,6.6,1,1,1.8,1,24.3,1,1
"hsa_miR_1976",1,13.6,4.6,20.8,1,1,1,1,1,68.8,1,1,1,1,1,1,1,21.9,1,11.6,1,17.7,1,1,1,1.8,1,1,1,41.5,1,1,1,1,1,1,1,56.5,1,1
"hsa_miR_212",1,1,7.2,17.2,12.7,18.5,1,1,1,52.9,24,1,1,1,1,1,3.1,13.8,1,26.7,1,21.8,1,3.3,1,1,1,3.3,1,21.4,2.5,1,1,1,1,1,1,13.5,1,1
"hsa_miR_892a",1,53.9,4.6,46,12.7,1,1,34.1,1,1,27.5,1,1,1,1,1,5.3,1,1,26.7,4.6,21.8,1,1,1.8,1.8,3.3,15.9,1,25.4,4.3,1,2.4,6,1,1,1,61.9,1,1
"hsa_miR_524_3p",1,37.8,1,20.8,1,1,1,7.7,1,108.6,2.6,1,1,1,1,1,1,13.8,1,26.7,1,5.6,1,1,1.8,1,1,6.4,1,1,1,1,3.8,1,1,1,1,18.9,1,1
"hsa_miR_557",1,45.9,4.6,20.8,9.2,1,1,95.7,1,1,20.4,1,1,1.7,1,1,1,30,1,26.7,1,5.6,1,1,8.6,1.8,1,1,5.7,9.4,6.1,1,1,1,1,3.1,1,13.5,1,1
"hsa_miR_496",1,29.7,4.6,10,1,4.8,1,16.5,1,44.9,13.3,1,1,1,1,1,1,30,1,11.6,1,25.8,1,7,20,1.8,1.3,15.9,1,29.4,2.5,1,1,1.9,1,1,1,2.8,1,1
"hsa_miR_127_3p",1,29.7,9.8,2.9,1,1,1,25.3,1,1,31.1,1,1,3,1,1,9.7,30,1,34.3,1,17.7,1,1,1,4.1,3.3,12.7,1,9.4,1,1,2.4,1,1,4.5,1,13.5,1,1
"kshv_miR_K12_10a_kshv_miR_K12_10",1,5.5,2,1,1,1,1,16.5,1,1,2.6,1,1,6.8,1,1,1,13.8,1,87.3,9.7,50.1,4.3,1,1,17.8,5.3,1,7.6,29.4,1,1,1,1,1,1,1,13.5,1,1
"hsa_miR_1539",1,62,14.9,6.4,5.7,6.8,1,7.7,1,1,9.7,1,1,1,1,1.8,1,26,1,57,1,29.8,1,1,1.8,15.5,3.3,6.4,1,25.4,1,1,1,4.6,1,1,1,35,1,1
"hsv1_miR_H4_5p",1,45.9,4.6,13.6,1,4.8,1,25.3,1,1,1,1,1,1,1,1.8,1,30,1,41.9,1,13.7,1.7,3.3,4.1,8.7,5.3,12.7,1,5.4,2.5,1,1,1,1,1,1,40.4,1,1
"hsa_miR_329",1,29.7,14.9,10,5.7,1,1,34.1,1,29,16.8,1,1,1,1,1,1,5.7,4,41.9,1,33.9,1,1,1,1,1,3.3,1,9.4,1,1,1,1,1,1,1,24.3,1,1
"hsa_miR_490_3p",1,29.7,20.1,13.6,5.7,2.8,1,1,1,44.9,16.8,1,1,1,1,1,1,34.1,1,34.3,1,1.5,6.8,1,15.5,1,1,1,5.7,17.4,1,1,1,1,1,1,1,29.7,1,1
"ebv_miR_BART18_5p",1,37.8,12.4,10,1,1,1,34.1,1,1,27.5,1,1,1,1,3.4,9.7,9.7,1,49.4,1,17.7,1,1,24.6,1,1.3,3.3,1,33.4,4.3,1,1,1,1,3.1,1,13.5,1,1
"hsa_miR_548o",1,13.6,7.2,2.9,23.1,1,1,25.3,1,68.8,20.4,1,1,1,1,1.8,1,13.8,1,26.7,1,25.8,1,1,1,1,1,1,1,9.4,1,1,1,1,1,1,1,8.2,1,1
"hsa_miR_337_3p",1,21.7,17.5,20.8,1,4.8,1,25.3,1,1,2.6,1,1,1,1,6.6,5.3,17.8,1,19.1,1,42,4.3,1,8.6,1.8,1,19,1,29.4,1,1,1,3.3,1,1,1,29.7,1,1
"hsa_miR_516a_5p",1,45.9,2,13.6,1,6.8,1,42.9,1,1,9.7,1,1,1,1,1,1,9.7,1,49.4,1,13.7,1.7,1,6.4,1,3.3,1,1,25.4,1,1,2.4,1,1,1,1,8.2,1,1
"hsa_miR_658",1,13.6,22.7,1,2.2,1,1,25.3,1,60.9,16.8,1,1,1,1,1,1,13.8,1,26.7,1,1.5,1,1,1.8,1,1,9.6,1,33.4,1,1,1,1,1,1,1,40.4,1,1
"hsa_miR_668",1,62,2,1,1,6.8,1,34.1,1,1,13.3,1,1,1,1,9.7,1,1.6,1,41.9,1,46,1.7,1,1,1.8,1,3.3,1,25.4,1,1,1,1,1,1,1,56.5,1,1
"hsa_miR_573",1,37.8,2,1,1,1,1,7.7,1,44.9,2.6,1,1,1,1,1,1,1,1,41.9,1,37.9,1.7,12.5,1,1,1,3.3,1,17.4,1,1,1,1,1,1,1,35,1,1
"hsa_miR_219_1_3p",1,37.8,12.4,20.8,1,10.7,1.7,34.1,1,1,16.8,1,1,1,1,1,1,17.8,1,19.1,3.3,1,6.8,1,1,8.7,1,22.2,1,13.4,1,1,2.4,6,1,1,1,1,1,1
"hsa_miR_885_3p",1,5.5,1,46,2.2,1,1,25.3,1,37,6.2,1,1,1.7,1,1,1,9.7,1,49.4,1,9.6,1,1,6.4,1,1,3.3,1,1.4,4.3,1,1,1,1,1,1,18.9,1,1
"hsa_miR_216a",1,70.1,9.8,31.6,2.2,1,1,25.3,1,1,1,1,1,1,1,1,3.1,9.7,1,26.7,1,17.7,1.7,1,8.6,4.1,1,1,1,17.4,4.3,1,1,1,1,1,1,2.8,1,1
"hsa_miR_1233",1,21.7,12.4,42.4,1,2.8,1,42.9,1,1,6.2,1,1,1.7,1,1,5.3,13.8,1,26.7,1,13.7,1.7,1.5,4.1,1,1,12.7,1,45.5,1,1,1,1,1,1,1,40.4,1,1
"hsa_miR_561",1,37.8,7.2,24.4,5.7,2.8,1,60.5,1,1,34.6,1,1,1,1,1,1,1,1,19.1,1,25.8,1,1,1,1,1,3.3,1,17.4,1,1,1,1,1,1,1,40.4,1,1
"hsa_miR_510",1,45.9,1,6.4,12.7,8.7,1,7.7,1,68.8,2.6,1,1,1,1,1,1,1,1,19.1,1,9.6,1,1,10.9,1,1,1,1,21.4,2.5,1,1,1,1,1,1,13.5,1,1
"hsa_miR_600",1,1,25.3,2.9,2.2,2.8,3.7,42.9,1.5,1,20.4,1,1,1,1,1,1,17.8,1,64.6,1,21.8,1,1,1.8,1,1,3.3,1,5.4,6.1,1,1,1,1,1,1,8.2,1,1
"hsa_miR_634",1,37.8,7.2,2.9,5.7,10.7,1,16.5,1.5,1,9.7,1,1,3,1,1,1,17.8,1,26.7,1,29.8,1,1,1,1.8,1,3.3,7.6,41.5,1,1,1,1,1,1,1,29.7,1,1
"hsa_miR_483_3p",1,62,14.9,24.4,1,4.8,1,25.3,1,37,16.8,1,1,1,1,1,1,5.7,1,11.6,1,5.6,1,1,4.1,1,1,3.3,1,17.4,1,1,1,1,1,1,1,1,1,1
"hsa_miR_663b",1,21.7,12.4,20.8,1,1,1,16.5,1,1,2.6,1,1,1,1,1,3.1,13.8,1,49.4,1,17.7,4.3,1,24.6,1,1,1,1,17.4,1,1,1,1,1,1,1,1,1,1
"hsa_miR_1236",1,45.9,1,1,9.2,8.7,1,1,1,68.8,2.6,1,1,1,1,1,1,1,1,26.7,1,13.7,4.3,1,1,1,1,1,1,9.4,4.3,1,1,1,1,1,1,24.3,1,1
"hsa_miR_569",1,21.7,4.6,20.8,1,1,1,25.3,1,68.8,1,1,1,1.7,1,1,1,13.8,1,19.1,1,42,1,1,1,17.8,1,1,1,9.4,1,1,1,1,1,1,1,8.2,1,1
"hsa_miR_593",1,21.7,1,10,12.7,6.8,1,51.7,1,37,16.8,1,1,1,1,1,1,5.7,1,11.6,1,21.8,1,1,6.4,1,1,15.9,1,25.4,1,1,1,1,1,1,1,24.3,1,1
"hsa_miR_587",1,70.1,14.9,13.6,5.7,4.8,1,60.5,1,1,31.1,1,1,1,1,1,1,1,1,4,1,25.8,9.4,1,10.9,1,5.3,1,2,13.4,1,1,1,1,1,3.1,1,24.3,1,1
"ebv_miR_BART11_5p",1,37.8,2,1,2.2,1,1,7.7,1,84.7,13.3,1,1,1,1,1,1,13.8,1,49.4,1,33.9,1,1,1,1,1,1,1,17.4,1,1,1,1,1,1,1,13.5,1,1
"hsa_miR_517a",1,21.7,12.4,2.9,1,6.8,1,1,1,60.9,9.7,1,1,9.3,1,1,1,1,1,26.7,1,9.6,4.3,1,1.8,1,7.3,9.6,1,13.4,52.1,1,1,1,1,1,1,8.2,1,1
"hsa_miR_337_5p",1,21.7,1,17.2,12.7,2.8,1,25.3,1,44.9,24,1,1,1,1,1,1,9.7,1,19.1,1,17.7,1,1,1,1,3.3,1,1,1,7.9,1,1,1,1,1,1,18.9,1,1
"hsa_miR_671_5p",1,53.9,9.8,49.5,1,1,1,7.7,1,1,16.8,1,1,1,1,1,1,13.8,1,26.7,1,21.8,1,1,1,1,1,3.3,1,5.4,2.5,1,1,1,1,1,1,35,1,1
"hsa_miR_1243",1,53.9,7.2,17.2,1,4.8,1,7.7,1,1,16.8,1,1,1,1,1,11.8,1.6,1,26.7,1,13.7,9.4,1,15.5,1,3.3,6.4,1,41.5,1,1,1,1,1,1,1,24.3,1,1
"hsa_miR_130a",1,29.7,4.6,2.9,1,1,1,25.3,1,21.1,9.7,1,1,1,1,1,3.1,1.6,1,11.6,2,17.7,1,1,6.4,1,7.3,3.3,1,25.4,1,1,1,1,1,1,1,8.2,1,1
"hsa_miR_761",1,5.5,1,24.4,1,1,1,16.5,1,84.7,6.2,1,1,1,1,1,1,5.7,1,19.1,1,1.5,1.7,1,1,1,1,1,1,25.4,1,1,1,1,1,1,1,24.3,1,1
"hsa_miR_323_3p",1,5.5,14.9,13.6,2.2,1,1,42.9,1,68.8,1,1,1,1,1,1,1,17.8,1,19.1,1,1,1.7,1,1,1,1,1,1,13.4,1,1,1,1,1,1,1,1,1,1
"hsa_miR_504",1,5.5,2,6.4,2.2,1,1,1,1,37,1,1,1,1,1,1,1,1.6,1,11.6,1,5.6,1,1,6.4,1,13.3,1,1,13.4,1,1,1,30.7,1,1,1,13.5,1,1
"hsa_miR_576_5p",1,13.6,14.9,46,1,1,1,42.9,1,1,13.3,1,1,1,1,1,1,1.6,1,57,1,33.9,1,1,4.1,1,1,1,1,29.4,2.5,1,1,1,1,1,1,35,1,1
"hsa_miR_520f",1,21.7,1,6.4,12.7,1,1,34.1,1,37,6.2,1,1,1,1,1,1,30,1,41.9,1,1.5,1.7,1.5,1,1,5.3,1,1,5.4,1,1,1,1,1,1,1,8.2,1,1
"ebv_miR_BART15",1,29.7,4.6,13.6,2.2,1,1,51.7,1,1,27.5,1,1,1,1,1,1,1,1,11.6,4.6,29.8,1,1,1.8,1,1,9.6,1,9.4,1,1,1,6,1,1,1,24.3,1,1
"hsv2_miR_H4_5p",1,13.6,2,35.2,23.1,1,1,34.1,1,1,6.2,1,1,1,1,1,1,9.7,1,49.4,1,17.7,1,1.5,1,1.8,1,3.3,2,17.4,1,1,1,1,1,1,1,29.7,1,1
"hsa_miR_422a",1,37.8,7.2,17.2,12.7,4.8,1,25.3,1,1,16.8,1,1,1,1,1,3.1,5.7,1,26.7,1,13.7,4.3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,51.2,1,1
"hsa_miR_509_5p",1,45.9,17.5,24.4,5.7,1,1,16.5,1,37,6.2,1,1,1,1,1,1,1,1,41.9,1,9.6,1,7,1,1.8,1,1,1,13.4,1,1,1,1,1,1,1,13.5,1,1
"hsa_miR_220a",1,21.7,1,6.4,1,2.8,1,16.5,1,52.9,13.3,1,1,1,1,1,1,1,1,19.1,1,17.7,1,1,1,6.4,1,1,1,13.4,1,1,1,1,1,1,1,29.7,1,1
"hsa_miR_299_3p",1,70.1,1,2.9,1,1,1,34.1,1,60.9,20.4,1,1,1,1,1,1,9.7,1,4,1,1.5,4.3,1,1,1,1,3.3,1,37.4,1,1,1,1,1,1,1,40.4,1,1
"hsa_miR_1178",1,13.6,1,1,12.7,1,1,34.1,1,60.9,2.6,1,1,1,1,1,1,1.6,1,34.3,1,21.8,1,1,1,1.8,1,1,1,5.4,1,1,1,1,1,1,1,29.7,1,1
